feature,pinball_degradation
retail_sales,0.013142206
corp_bond_spread,0.001678884
returns,0.00032062829
housing_starts,-0.00048621
hy_ccc_spread,-0.00096285343
industrial_production,-0.0022024512
nonfarm_payrolls,-0.002224967
durable_orders,-0.0023976117
t10y2y_spread,-0.010321505
unemployment_rate,-0.012352422
pce_price_index,-0.013167545
t10y3m_spread,-0.014691919
building_permits,-0.016062409
epu_index,-0.017670467
consumer_confidence,-0.019420251
fed_funds,-0.019509144
capacity_utilization,-0.029148906
