feature,pinball_degradation
housing_starts,7.154839e-05
fed_funds,5.183788e-05
t10y3m_spread,4.3024775e-05
epu_index,4.0787272e-05
hy_ccc_spread,3.6213547e-05
capacity_utilization,2.0803884e-05
durable_orders,1.3418961e-05
pce_price_index,7.1935356e-06
returns,5.5660494e-06
nonfarm_payrolls,5.1702373e-06
building_permits,4.829839e-06
unemployment_rate,4.693866e-06
corp_bond_spread,3.5935082e-06
industrial_production,2.9760413e-06
consumer_confidence,3.4971163e-07
retail_sales,-3.4593977e-06
t10y2y_spread,-6.0363673e-06
