feature,pinball_degradation
building_permits,5.77349e-05
fed_funds,1.2137694e-05
hy_ccc_spread,5.5675628e-06
epu_index,3.807596e-06
durable_orders,3.013527e-06
unemployment_rate,2.499437e-07
returns,-5.052425e-08
nonfarm_payrolls,-3.167661e-07
t10y2y_spread,-5.63683e-07
pce_price_index,-1.5482074e-06
corp_bond_spread,-4.233443e-06
t10y3m_spread,-5.0122617e-06
retail_sales,-6.566057e-06
consumer_confidence,-8.0013415e-06
industrial_production,-1.0403222e-05
capacity_utilization,-1.7409795e-05
housing_starts,-2.6997994e-05
