feature,pinball_degradation
industrial_production,1.2813602e-05
consumer_confidence,1.251651e-05
building_permits,1.089368e-05
hy_ccc_spread,9.262469e-06
t10y3m_spread,8.48691e-06
pce_price_index,6.9092494e-06
nonfarm_payrolls,6.61565e-06
capacity_utilization,5.2086543e-06
durable_orders,4.2952597e-06
epu_index,4.257541e-06
retail_sales,3.91528e-06
unemployment_rate,1.5348196e-06
fed_funds,1.0679942e-06
corp_bond_spread,-1.2805685e-07
t10y2y_spread,-2.5127083e-06
returns,-2.5744084e-06
housing_starts,-8.9437235e-06
