feature,pinball_degradation
corp_bond_spread,0.00012729038
epu_index,6.357953e-05
durable_orders,4.8536807e-05
hy_ccc_spread,2.2081658e-05
returns,1.8998515e-05
retail_sales,1.8173363e-05
pce_price_index,1.7212238e-05
unemployment_rate,1.2598466e-05
housing_starts,9.330921e-06
t10y2y_spread,-1.0356307e-06
fed_funds,-5.2070245e-06
t10y3m_spread,-1.078099e-05
consumer_confidence,-1.6836915e-05
nonfarm_payrolls,-1.9064639e-05
building_permits,-2.3548026e-05
industrial_production,-4.4724904e-05
capacity_utilization,-9.573391e-05
