feature,pinball_degradation
t10y3m_spread,0.00051441137
retail_sales,0.00033994112
t10y2y_spread,0.0002157446
consumer_confidence,0.00014992338
epu_index,0.00012438465
nonfarm_payrolls,8.804444e-05
pce_price_index,8.6630695e-05
durable_orders,8.5489824e-05
returns,6.319489e-05
hy_ccc_spread,5.7140365e-05
industrial_production,5.584117e-05
unemployment_rate,3.5632402e-06
capacity_utilization,2.7650967e-06
corp_bond_spread,-9.799376e-06
fed_funds,-3.3421442e-05
building_permits,-0.00013411231
housing_starts,-0.00018354971
