feature,pinball_degradation
industrial_production,0.000105380546
returns,6.037508e-05
hy_ccc_spread,5.826354e-05
t10y3m_spread,5.595316e-05
t10y2y_spread,4.43107e-05
capacity_utilization,3.8457336e-05
pce_price_index,3.0202791e-05
corp_bond_spread,1.626322e-05
epu_index,8.91299e-06
nonfarm_payrolls,4.9639493e-07
fed_funds,-1.99629e-06
durable_orders,-4.7301874e-06
unemployment_rate,-7.0438255e-06
building_permits,-1.8152408e-05
consumer_confidence,-1.9600848e-05
retail_sales,-2.156326e-05
housing_starts,-3.591727e-05
