feature,pinball_degradation
industrial_production,2.3463974e-05
building_permits,9.905547e-06
nonfarm_payrolls,3.5527628e-06
returns,-1.864275e-06
retail_sales,-4.95906e-06
epu_index,-7.209601e-06
fed_funds,-9.63849e-06
pce_price_index,-9.785406e-06
durable_orders,-1.0436634e-05
t10y3m_spread,-1.0688091e-05
consumer_confidence,-1.08368695e-05
capacity_utilization,-1.144968e-05
housing_starts,-1.3801502e-05
unemployment_rate,-1.431792e-05
t10y2y_spread,-1.7544255e-05
corp_bond_spread,-2.3498898e-05
hy_ccc_spread,-2.954551e-05
