feature,pinball_degradation
t10y2y_spread,5.498901e-05
capacity_utilization,3.9410777e-05
unemployment_rate,1.8213876e-05
durable_orders,1.7650425e-05
retail_sales,1.617428e-05
fed_funds,1.5292317e-05
pce_price_index,1.1681579e-05
returns,1.3476238e-06
epu_index,-1.3147481e-05
building_permits,-3.2410957e-05
consumer_confidence,-3.3203512e-05
t10y3m_spread,-3.8143247e-05
hy_ccc_spread,-4.7515146e-05
industrial_production,-5.0033443e-05
nonfarm_payrolls,-6.150454e-05
corp_bond_spread,-0.00012200046
housing_starts,-0.00015355181
