feature,pinball_degradation
corp_bond_spread,0.0001002904
fed_funds,8.1743114e-05
hy_ccc_spread,4.7395704e-05
building_permits,4.6708155e-05
t10y2y_spread,4.426157e-05
pce_price_index,3.2939482e-05
epu_index,2.7458882e-05
consumer_confidence,2.5227899e-05
housing_starts,1.8375926e-05
capacity_utilization,1.2622913e-05
unemployment_rate,1.2462726e-05
industrial_production,6.005401e-06
retail_sales,3.9380975e-06
returns,-2.404442e-06
nonfarm_payrolls,-6.8568625e-06
durable_orders,-2.247165e-05
t10y3m_spread,-3.574579e-05
