feature,pinball_degradation
t10y2y_spread,0.001234252
building_permits,0.0010600705
consumer_confidence,0.0009031426
fed_funds,0.00032849237
unemployment_rate,0.00014409982
epu_index,0.00011618249
hy_ccc_spread,6.5153465e-05
industrial_production,-4.0220097e-05
nonfarm_payrolls,-5.8483332e-05
durable_orders,-0.00018093176
returns,-0.00021688454
retail_sales,-0.00043632276
corp_bond_spread,-0.0016162563
t10y3m_spread,-0.0022777934
housing_starts,-0.0042422432
capacity_utilization,-0.005376948
pce_price_index,-0.0065337624
