feature,pinball_degradation
epu_index,0.0015366389
corp_bond_spread,0.0008041598
capacity_utilization,0.000117465854
unemployment_rate,7.628277e-05
housing_starts,5.0635077e-05
retail_sales,1.0067597e-05
returns,-1.7104205e-05
durable_orders,-3.79649e-05
pce_price_index,-8.425908e-05
nonfarm_payrolls,-0.00011118362
building_permits,-0.00021280721
industrial_production,-0.00037730904
t10y2y_spread,-0.0004042918
fed_funds,-0.0005710139
consumer_confidence,-0.00095875
t10y3m_spread,-0.0009593074
hy_ccc_spread,-0.0012082893
