feature,pinball_degradation
retail_sales,3.9726496e-05
capacity_utilization,2.7135015e-05
industrial_production,2.4305657e-05
durable_orders,2.3614615e-05
fed_funds,1.873076e-05
unemployment_rate,1.5448779e-05
consumer_confidence,1.4107674e-05
t10y3m_spread,9.734184e-06
pce_price_index,4.5374036e-06
corp_bond_spread,-6.9588423e-06
returns,-7.4971467e-06
nonfarm_payrolls,-9.642914e-06
hy_ccc_spread,-2.977997e-05
building_permits,-3.392808e-05
housing_starts,-4.8203394e-05
epu_index,-6.790273e-05
t10y2y_spread,-0.000100011006
