feature,pinball_degradation
t10y3m_spread,3.074296e-05
pce_price_index,2.604851e-05
building_permits,2.3248605e-05
industrial_production,1.9654632e-05
corp_bond_spread,1.5844591e-05
housing_starts,1.1465279e-05
epu_index,9.362353e-06
fed_funds,3.6435667e-06
hy_ccc_spread,1.5839469e-06
unemployment_rate,5.000038e-07
returns,2.9150397e-07
retail_sales,1.200242e-07
nonfarm_payrolls,1.10827386e-07
durable_orders,-1.3235258e-06
t10y2y_spread,-5.6114513e-06
capacity_utilization,-7.377472e-06
consumer_confidence,-8.799718e-06
