feature,pinball_degradation
unemployment_rate,1.8807594e-05
returns,1.2698118e-05
hy_ccc_spread,-5.8007427e-06
nonfarm_payrolls,-7.879455e-06
durable_orders,-1.1039898e-05
epu_index,-1.1567492e-05
consumer_confidence,-1.1582393e-05
corp_bond_spread,-1.5194062e-05
industrial_production,-1.7573591e-05
retail_sales,-1.927698e-05
capacity_utilization,-2.3144763e-05
t10y2y_spread,-3.0500349e-05
fed_funds,-4.1081104e-05
pce_price_index,-4.1915104e-05
building_permits,-8.435361e-05
housing_starts,-0.00012420444
t10y3m_spread,-0.00015244819
