feature,pinball_degradation
epu_index,0.0009119101
pce_price_index,0.0003978461
industrial_production,8.9060515e-05
nonfarm_payrolls,2.6750378e-05
returns,-1.1898577e-05
unemployment_rate,-1.5426427e-05
housing_starts,-3.324868e-05
capacity_utilization,-4.2347237e-05
building_permits,-6.86408e-05
t10y3m_spread,-0.00012828782
consumer_confidence,-0.00018808618
fed_funds,-0.00020713499
t10y2y_spread,-0.0003259387
durable_orders,-0.00040769763
corp_bond_spread,-0.00046540797
hy_ccc_spread,-0.00047767255
retail_sales,-0.0005249921
