feature,pinball_degradation
building_permits,0.00013523549
nonfarm_payrolls,3.0267984e-05
capacity_utilization,1.6260892e-05
pce_price_index,1.2215227e-05
returns,9.872019e-08
durable_orders,-6.666407e-06
consumer_confidence,-1.9820407e-05
unemployment_rate,-2.6987866e-05
hy_ccc_spread,-4.7776848e-05
retail_sales,-4.901737e-05
industrial_production,-8.538924e-05
epu_index,-0.00013786927
housing_starts,-0.00014091283
t10y3m_spread,-0.00014799833
corp_bond_spread,-0.00015557371
t10y2y_spread,-0.00016734563
fed_funds,-0.0003919322
