feature,pinball_degradation
consumer_confidence,0.0002206387
fed_funds,7.9715624e-05
returns,3.0003488e-05
pce_price_index,2.8346665e-05
epu_index,2.5921501e-05
industrial_production,2.2930093e-05
nonfarm_payrolls,2.066791e-05
unemployment_rate,-1.0120682e-05
durable_orders,-1.533702e-05
retail_sales,-4.075654e-05
housing_starts,-4.5979396e-05
t10y3m_spread,-8.37259e-05
building_permits,-0.00011287443
t10y2y_spread,-0.00011882465
capacity_utilization,-0.0001632981
hy_ccc_spread,-0.00024473947
corp_bond_spread,-0.00024836883
