feature,pinball_degradation
fed_funds,1.9321451e-05
t10y3m_spread,1.5607337e-05
corp_bond_spread,9.060139e-06
consumer_confidence,4.998641e-06
durable_orders,3.8924627e-06
epu_index,1.5324913e-06
retail_sales,1.2835953e-06
pce_price_index,1.1720695e-06
housing_starts,1.072418e-06
hy_ccc_spread,6.176997e-07
returns,1.5506521e-07
building_permits,-1.2866221e-06
nonfarm_payrolls,-1.7769635e-06
unemployment_rate,-2.0563602e-06
capacity_utilization,-2.216315e-06
t10y2y_spread,-3.5173725e-06
industrial_production,-7.390743e-06
