feature,pinball_degradation
hy_ccc_spread,0.00059896195
corp_bond_spread,0.00033971528
capacity_utilization,0.00031498796
housing_starts,0.000285113
nonfarm_payrolls,0.00020698132
industrial_production,0.00016462151
fed_funds,0.00014458224
unemployment_rate,0.00010921783
retail_sales,8.9323614e-05
consumer_confidence,7.4290205e-05
t10y2y_spread,6.514089e-05
epu_index,6.4564636e-05
t10y3m_spread,4.1195657e-05
building_permits,3.9734878e-05
returns,2.0138454e-05
durable_orders,-4.453119e-06
pce_price_index,-1.2658769e-05
