feature,pinball_degradation
t10y2y_spread,0.00021415856
fed_funds,7.812213e-05
epu_index,6.8819616e-05
building_permits,4.3583103e-05
consumer_confidence,4.2803586e-05
retail_sales,3.8366765e-05
hy_ccc_spread,3.011711e-05
pce_price_index,1.4560763e-05
returns,1.2810342e-05
housing_starts,9.414274e-06
nonfarm_payrolls,8.311588e-06
industrial_production,6.4373016e-06
capacity_utilization,-4.029833e-06
durable_orders,-4.9653463e-06
t10y3m_spread,-1.32313e-05
unemployment_rate,-5.5897515e-05
corp_bond_spread,-5.6413468e-05
