feature,pinball_degradation
epu_index,9.764638e-05
building_permits,7.095281e-05
t10y2y_spread,5.6733377e-05
corp_bond_spread,-5.8021396e-07
returns,-1.00834295e-05
nonfarm_payrolls,-2.889242e-05
retail_sales,-2.8938986e-05
pce_price_index,-3.8570724e-05
fed_funds,-4.7014095e-05
housing_starts,-5.2279793e-05
capacity_utilization,-5.350355e-05
t10y3m_spread,-5.571544e-05
hy_ccc_spread,-6.239209e-05
unemployment_rate,-6.521493e-05
durable_orders,-9.2587434e-05
industrial_production,-0.00015842263
consumer_confidence,-0.00021048356
