feature,pinball_degradation
building_permits,0.00010978733
durable_orders,8.1756385e-05
nonfarm_payrolls,5.092728e-05
industrial_production,4.4324202e-05
hy_ccc_spread,4.4017797e-05
corp_bond_spread,2.918113e-05
t10y3m_spread,7.936498e-06
returns,7.5513963e-06
retail_sales,7.2624534e-06
fed_funds,5.6000426e-06
consumer_confidence,1.3934914e-06
unemployment_rate,9.883661e-07
epu_index,-3.9602164e-06
pce_price_index,-4.7779176e-06
housing_starts,-1.7179409e-05
capacity_utilization,-4.52518e-05
t10y2y_spread,-4.736241e-05
