feature,pinball_degradation
t10y3m_spread,0.011800308
hy_ccc_spread,0.009961419
fed_funds,0.0044598356
housing_starts,0.0037195757
corp_bond_spread,0.003584884
nonfarm_payrolls,0.0034842193
retail_sales,0.0034287795
unemployment_rate,0.0014377348
consumer_confidence,0.0009659566
pce_price_index,0.0009353794
building_permits,0.00076631457
capacity_utilization,0.00038540736
durable_orders,0.00020861253
returns,0.00020390749
epu_index,-0.00020113215
industrial_production,-0.0006963052
t10y2y_spread,-0.0019247644
