feature,pinball_degradation
consumer_confidence,4.310673e-05
nonfarm_payrolls,1.5126076e-05
durable_orders,1.0870863e-05
returns,9.31276e-06
unemployment_rate,8.582603e-06
retail_sales,-2.6435591e-06
capacity_utilization,-5.917158e-06
housing_starts,-6.781891e-06
industrial_production,-1.0824762e-05
epu_index,-1.384737e-05
building_permits,-3.439514e-05
fed_funds,-4.724646e-05
pce_price_index,-5.0341245e-05
t10y2y_spread,-6.9265254e-05
hy_ccc_spread,-7.231906e-05
t10y3m_spread,-8.468144e-05
corp_bond_spread,-8.5056294e-05
