feature,pinball_degradation
industrial_production,0.00070808595
capacity_utilization,0.0003753244
corp_bond_spread,5.8646547e-05
t10y2y_spread,3.7777703e-05
fed_funds,2.8919894e-05
t10y3m_spread,2.4639536e-05
consumer_confidence,1.5078345e-05
hy_ccc_spread,1.4662277e-05
pce_price_index,1.3162615e-05
epu_index,8.766307e-06
retail_sales,6.7234505e-06
returns,6.4761844e-06
durable_orders,6.3965563e-06
building_permits,4.583737e-06
nonfarm_payrolls,1.1178199e-06
unemployment_rate,-2.3094472e-06
housing_starts,-1.6039703e-05
