feature,pinball_degradation
corp_bond_spread,1.2294971e-05
t10y3m_spread,8.214032e-06
hy_ccc_spread,6.2172767e-06
epu_index,5.616457e-06
fed_funds,3.116671e-06
t10y2y_spread,2.7931528e-06
returns,2.746703e-06
pce_price_index,2.6966445e-06
durable_orders,2.3897737e-06
retail_sales,1.6905833e-06
unemployment_rate,-4.4330955e-07
nonfarm_payrolls,-6.7590736e-07
industrial_production,-8.622883e-07
building_permits,-1.3759127e-06
capacity_utilization,-2.078712e-06
consumer_confidence,-2.981862e-06
housing_starts,-4.120404e-06
