feature,pinball_degradation
nonfarm_payrolls,0.00043450645
industrial_production,5.0391536e-05
t10y3m_spread,4.5025256e-05
epu_index,4.46341e-05
corp_bond_spread,2.6761089e-05
consumer_confidence,4.6899077e-06
building_permits,1.9005965e-06
hy_ccc_spread,7.5320713e-07
capacity_utilization,-2.9441435e-06
t10y2y_spread,-8.203555e-06
durable_orders,-8.896459e-06
pce_price_index,-1.05742365e-05
returns,-1.2175646e-05
retail_sales,-3.4691067e-05
unemployment_rate,-5.6613237e-05
housing_starts,-6.594462e-05
fed_funds,-9.9762576e-05
