feature,pinball_degradation
t10y3m_spread,0.00012242526
industrial_production,4.6276604e-05
consumer_confidence,4.4150278e-05
building_permits,2.865924e-05
unemployment_rate,2.0733569e-05
corp_bond_spread,1.8467195e-05
retail_sales,1.0509975e-05
housing_starts,8.180505e-06
durable_orders,4.9350783e-06
nonfarm_payrolls,2.959394e-06
returns,2.7396018e-06
capacity_utilization,2.3993198e-06
pce_price_index,1.5925616e-07
t10y2y_spread,-3.1513628e-06
hy_ccc_spread,-5.1616225e-06
epu_index,-9.1211405e-06
fed_funds,-9.134645e-06
