feature,pinball_degradation
building_permits,2.3517641e-05
housing_starts,1.6274047e-05
fed_funds,1.3012788e-05
durable_orders,1.2881588e-05
epu_index,6.5267086e-06
corp_bond_spread,5.1801326e-06
t10y3m_spread,3.4646364e-06
industrial_production,2.8153881e-06
returns,8.63336e-07
pce_price_index,-1.1888333e-06
consumer_confidence,-2.0054867e-06
nonfarm_payrolls,-3.1562522e-06
capacity_utilization,-5.4427655e-06
unemployment_rate,-6.008544e-06
retail_sales,-7.165596e-06
t10y2y_spread,-3.3010147e-05
hy_ccc_spread,-4.8099435e-05
