feature,pinball_degradation
hy_ccc_spread,4.582852e-05
corp_bond_spread,2.8643757e-05
epu_index,2.7144328e-05
capacity_utilization,2.147071e-05
housing_starts,2.1468848e-05
t10y3m_spread,1.9010156e-05
industrial_production,1.8093735e-05
building_permits,1.6091391e-05
consumer_confidence,1.47288665e-05
unemployment_rate,8.920208e-06
returns,3.883615e-06
nonfarm_payrolls,-4.9639493e-07
durable_orders,-1.9185245e-06
fed_funds,-2.4950132e-06
pce_price_index,-3.94322e-06
t10y2y_spread,-5.1353127e-06
retail_sales,-7.1097165e-06
