feature,pinball_degradation
t10y2y_spread,0.0003706133
hy_ccc_spread,0.00024309219
epu_index,0.00019144756
industrial_production,0.00015781028
retail_sales,0.00010616472
t10y3m_spread,6.489013e-05
fed_funds,2.1637883e-05
durable_orders,6.820541e-06
unemployment_rate,-2.9212562e-05
corp_bond_spread,-5.2666757e-05
returns,-7.7955425e-05
capacity_utilization,-0.000106996624
housing_starts,-0.00018827873
nonfarm_payrolls,-0.00019631418
consumer_confidence,-0.0001985901
pce_price_index,-0.00023659552
building_permits,-0.000267128
