feature,pinball_degradation
pce_price_index,0.00015782751
hy_ccc_spread,0.00014032982
corp_bond_spread,0.000119121745
building_permits,9.169802e-05
industrial_production,9.146333e-05
capacity_utilization,6.898586e-05
unemployment_rate,3.797002e-05
housing_starts,3.642775e-05
nonfarm_payrolls,1.7215498e-05
durable_orders,1.3299286e-05
returns,9.734184e-06
fed_funds,-5.0265342e-05
retail_sales,-5.513616e-05
t10y2y_spread,-6.6703185e-05
consumer_confidence,-8.701626e-05
t10y3m_spread,-8.917041e-05
epu_index,-0.0001353398
