feature,pinball_degradation
building_permits,8.943677e-05
t10y3m_spread,4.3822452e-05
durable_orders,4.2535365e-05
hy_ccc_spread,3.7668273e-05
epu_index,3.1635165e-05
retail_sales,2.322346e-05
industrial_production,2.2074208e-05
nonfarm_payrolls,1.6245991e-05
capacity_utilization,1.404807e-05
t10y2y_spread,1.2733042e-05
fed_funds,8.897856e-06
unemployment_rate,4.2058527e-06
returns,3.4160912e-06
pce_price_index,-1.1835247e-05
housing_starts,-1.8993393e-05
corp_bond_spread,-3.9057806e-05
consumer_confidence,-7.1801245e-05
