feature,pinball_degradation
t10y2y_spread,1.661852e-05
t10y3m_spread,1.6049482e-05
fed_funds,1.439359e-05
hy_ccc_spread,8.173287e-06
consumer_confidence,1.8551946e-06
industrial_production,-5.4836273e-06
returns,-1.3167039e-05
retail_sales,-1.7222017e-05
pce_price_index,-2.3473054e-05
building_permits,-2.5487505e-05
corp_bond_spread,-2.6992522e-05
capacity_utilization,-2.865307e-05
epu_index,-3.4168363e-05
durable_orders,-3.814604e-05
unemployment_rate,-4.6726316e-05
housing_starts,-5.0822273e-05
nonfarm_payrolls,-6.25141e-05
