feature,pinball_degradation
industrial_production,0.00010186806
capacity_utilization,9.9876896e-05
t10y2y_spread,8.405978e-05
consumer_confidence,7.553818e-05
building_permits,4.358776e-05
housing_starts,3.0767173e-05
t10y3m_spread,1.7503742e-05
retail_sales,9.242445e-06
pce_price_index,6.8638474e-06
nonfarm_payrolls,2.5043264e-06
returns,-5.4850243e-06
corp_bond_spread,-1.5296973e-05
durable_orders,-2.5804155e-05
unemployment_rate,-2.997974e-05
epu_index,-3.0751806e-05
fed_funds,-4.5234803e-05
hy_ccc_spread,-5.349703e-05
