feature,pinball_degradation
retail_sales,0.00012371759
t10y2y_spread,4.073023e-05
industrial_production,3.4071505e-05
unemployment_rate,3.1643314e-05
capacity_utilization,2.3726374e-05
durable_orders,1.7775688e-05
consumer_confidence,1.0381453e-05
building_permits,6.486429e-06
t10y3m_spread,5.5991113e-06
nonfarm_payrolls,3.929017e-06
corp_bond_spread,8.926727e-07
epu_index,-5.2026007e-06
returns,-7.262919e-06
hy_ccc_spread,-1.9246712e-05
housing_starts,-2.0437874e-05
fed_funds,-2.423115e-05
pce_price_index,-3.298116e-05
