feature,pinball_degradation
consumer_confidence,0.0019842982
housing_starts,0.0014296286
epu_index,0.0007740073
retail_sales,0.00072227046
corp_bond_spread,0.0006117821
nonfarm_payrolls,0.0002804026
hy_ccc_spread,0.00019749254
t10y2y_spread,0.00014067814
capacity_utilization,0.0001232475
unemployment_rate,7.9758465e-06
building_permits,-0.0009312779
t10y3m_spread,-0.00096544623
pce_price_index,-0.001296036
industrial_production,-0.0014621355
fed_funds,-0.0015220828
durable_orders,-0.0015338734
returns,-0.0029032119
