feature,pinball_degradation
building_permits,0.00018453784
housing_starts,0.00016390346
t10y3m_spread,0.0001172889
corp_bond_spread,8.6863525e-05
hy_ccc_spread,7.6519325e-05
t10y2y_spread,3.7563033e-05
fed_funds,3.486965e-05
retail_sales,3.219396e-05
durable_orders,2.4373643e-05
epu_index,2.0453706e-05
unemployment_rate,1.5365891e-05
returns,1.4338642e-05
pce_price_index,3.7336722e-06
nonfarm_payrolls,3.4430996e-06
capacity_utilization,1.4528632e-06
consumer_confidence,-2.5769696e-06
industrial_production,-8.850358e-06
