feature,pinball_degradation
corp_bond_spread,0.00030231383
retail_sales,0.00018408895
durable_orders,9.395275e-05
capacity_utilization,7.357448e-05
t10y3m_spread,5.528424e-05
returns,4.502479e-05
pce_price_index,6.883871e-06
hy_ccc_spread,-1.1929078e-05
t10y2y_spread,-1.6137725e-05
fed_funds,-3.163726e-05
housing_starts,-3.6392594e-05
nonfarm_payrolls,-7.624994e-05
unemployment_rate,-8.4604835e-05
industrial_production,-0.00013747858
epu_index,-0.0001449543
consumer_confidence,-0.00016716425
building_permits,-0.000264738
