feature,pinball_degradation
retail_sales,2.9049348e-05
t10y3m_spread,2.0293985e-05
consumer_confidence,5.0859526e-06
nonfarm_payrolls,2.2663735e-06
returns,1.9199215e-06
housing_starts,9.126961e-07
unemployment_rate,-2.0116568e-07
t10y2y_spread,-2.4586916e-07
capacity_utilization,-2.9816292e-06
epu_index,-5.5935234e-06
industrial_production,-6.12624e-06
pce_price_index,-6.2203035e-06
fed_funds,-6.7441724e-06
hy_ccc_spread,-6.955117e-06
corp_bond_spread,-7.3984265e-06
building_permits,-1.42366625e-05
durable_orders,-2.2447668e-05
