feature,pinball_degradation
hy_ccc_spread,4.738383e-05
epu_index,4.133582e-05
housing_starts,1.1722557e-05
retail_sales,6.8899244e-06
building_permits,4.5401976e-06
returns,2.7148053e-06
corp_bond_spread,2.1960586e-06
capacity_utilization,1.4007092e-06
nonfarm_payrolls,-1.3001263e-06
pce_price_index,-1.6819686e-06
fed_funds,-8.031726e-06
consumer_confidence,-8.4117055e-06
unemployment_rate,-1.2362376e-05
industrial_production,-1.3578683e-05
durable_orders,-1.5731901e-05
t10y3m_spread,-1.5905127e-05
t10y2y_spread,-1.6402453e-05
