feature,pinball_degradation
retail_sales,8.987263e-05
building_permits,3.662985e-05
unemployment_rate,2.6399968e-05
corp_bond_spread,1.9897008e-05
t10y2y_spread,1.4967052e-05
epu_index,7.895986e-06
t10y3m_spread,6.356975e-06
returns,1.8458813e-06
industrial_production,-5.934853e-07
nonfarm_payrolls,-2.004439e-06
durable_orders,-9.815209e-06
fed_funds,-1.35891605e-05
housing_starts,-1.5831785e-05
pce_price_index,-1.8580817e-05
hy_ccc_spread,-4.456821e-05
consumer_confidence,-5.644257e-05
capacity_utilization,-6.4043095e-05
