feature,pinball_degradation
pce_price_index,2.2898661e-05
industrial_production,1.9500265e-05
t10y3m_spread,1.943449e-05
corp_bond_spread,1.8837862e-05
epu_index,1.3795681e-05
retail_sales,8.009607e-06
capacity_utilization,7.7039e-06
hy_ccc_spread,7.359544e-06
t10y2y_spread,1.4232937e-06
nonfarm_payrolls,1.2876699e-06
consumer_confidence,1.2534438e-06
unemployment_rate,5.8626756e-07
returns,3.3923425e-07
fed_funds,-3.307825e-06
housing_starts,-8.024974e-06
building_permits,-9.783078e-06
durable_orders,-2.1002255e-05
