feature,pinball_degradation
t10y2y_spread,3.729947e-06
returns,9.21078e-07
epu_index,2.5052577e-07
durable_orders,-3.7439167e-07
housing_starts,-1.7890707e-06
building_permits,-4.723668e-06
consumer_confidence,-6.193295e-06
t10y3m_spread,-8.403324e-06
corp_bond_spread,-1.0821037e-05
capacity_utilization,-1.09178945e-05
hy_ccc_spread,-1.21593475e-05
retail_sales,-1.2657605e-05
unemployment_rate,-1.7324463e-05
pce_price_index,-1.8222257e-05
industrial_production,-1.9924715e-05
nonfarm_payrolls,-2.3732893e-05
fed_funds,-3.41041e-05
