feature,pinball_degradation
t10y3m_spread,0.00042111613
housing_starts,0.0003771938
building_permits,0.00021948968
retail_sales,0.00011269958
corp_bond_spread,6.3027954e-05
unemployment_rate,3.4944387e-05
returns,1.42271165e-05
pce_price_index,1.1241296e-05
epu_index,1.0572607e-05
t10y2y_spread,-9.120209e-06
nonfarm_payrolls,-1.10100955e-05
capacity_utilization,-1.1348166e-05
fed_funds,-1.7054379e-05
durable_orders,-2.7299626e-05
consumer_confidence,-4.130113e-05
hy_ccc_spread,-4.9929833e-05
industrial_production,-8.256361e-05
