feature,pinball_degradation
housing_starts,0.00044437218
building_permits,0.00015150825
durable_orders,0.00015024515
hy_ccc_spread,0.00012955326
corp_bond_spread,0.00012403005
consumer_confidence,0.00011146278
unemployment_rate,7.808092e-05
returns,6.657862e-05
t10y3m_spread,6.621634e-05
capacity_utilization,6.612274e-05
retail_sales,6.412179e-05
pce_price_index,6.4002816e-05
industrial_production,6.0587423e-05
t10y2y_spread,5.0544273e-05
fed_funds,4.7079055e-05
nonfarm_payrolls,3.4937402e-05
epu_index,-9.8928576e-05
