feature,pinball_degradation
consumer_confidence,0.0043840054
durable_orders,0.0020970833
epu_index,0.0014382508
corp_bond_spread,0.0012625568
fed_funds,0.00062445365
housing_starts,0.00029562227
hy_ccc_spread,7.384643e-05
t10y3m_spread,7.008389e-05
returns,4.558079e-05
nonfarm_payrolls,-0.00030473806
industrial_production,-0.00031168945
retail_sales,-0.00041984394
capacity_utilization,-0.0007516593
t10y2y_spread,-0.00087116286
pce_price_index,-0.0010247342
building_permits,-0.0015525259
unemployment_rate,-0.003561668
