feature,pinball_degradation
consumer_confidence,0.009345658
retail_sales,0.007782392
fed_funds,0.0035281181
housing_starts,0.0010312423
returns,0.00049367547
pce_price_index,0.00033910945
epu_index,-0.0011902303
nonfarm_payrolls,-0.0013158917
durable_orders,-0.0016106367
unemployment_rate,-0.0017509684
corp_bond_spread,-0.004381947
t10y2y_spread,-0.004477091
hy_ccc_spread,-0.006738417
building_permits,-0.0067553185
t10y3m_spread,-0.006804716
industrial_production,-0.014740314
capacity_utilization,-0.015841685
