feature,pinball_degradation
nonfarm_payrolls,0.004708078
industrial_production,0.0018429668
epu_index,0.00042193523
t10y3m_spread,0.00042081764
returns,0.00030208332
t10y2y_spread,0.0002790792
housing_starts,0.00022478681
unemployment_rate,0.00021238765
consumer_confidence,0.00015487708
building_permits,4.8293266e-05
pce_price_index,-2.339203e-05
hy_ccc_spread,-0.00010796217
fed_funds,-0.00015350431
durable_orders,-0.00019515632
retail_sales,-0.00020459294
corp_bond_spread,-0.00023417734
capacity_utilization,-0.00044858642
