feature,pinball_degradation
nonfarm_payrolls,0.011302751
corp_bond_spread,0.0027035922
capacity_utilization,0.001592204
retail_sales,0.0007364489
industrial_production,-0.0005703755
returns,-0.0005791597
fed_funds,-0.00070107356
t10y3m_spread,-0.0010300279
t10y2y_spread,-0.0012740903
unemployment_rate,-0.0014052168
pce_price_index,-0.0025293417
durable_orders,-0.0032167472
housing_starts,-0.0038504452
consumer_confidence,-0.004702136
hy_ccc_spread,-0.0056761093
epu_index,-0.007963594
building_permits,-0.014534539
