feature,pinball_degradation
returns,5.015591e-05
building_permits,4.7896057e-05
unemployment_rate,3.807433e-05
capacity_utilization,3.426429e-05
durable_orders,2.9218383e-05
industrial_production,2.1862797e-05
nonfarm_payrolls,2.1422282e-05
pce_price_index,1.538638e-05
retail_sales,-1.7434359e-06
housing_starts,-2.1080486e-06
t10y2y_spread,-6.8317167e-06
epu_index,-9.37609e-06
consumer_confidence,-2.1579675e-05
t10y3m_spread,-5.913526e-05
fed_funds,-0.00010240404
corp_bond_spread,-0.00010318076
hy_ccc_spread,-0.00010921713
