feature,pinball_degradation
capacity_utilization,0.00022810348
industrial_production,6.3724e-05
consumer_confidence,3.0629686e-05
fed_funds,2.5145011e-05
housing_starts,2.3051514e-05
unemployment_rate,1.4143647e-05
returns,5.0256494e-07
pce_price_index,-4.850561e-06
t10y2y_spread,-8.180039e-06
corp_bond_spread,-9.156647e-06
hy_ccc_spread,-1.0813237e-05
nonfarm_payrolls,-1.2891134e-05
retail_sales,-1.350313e-05
durable_orders,-2.1181651e-05
t10y3m_spread,-2.675096e-05
epu_index,-3.5583274e-05
building_permits,-6.161409e-05
