feature,pinball_degradation
nonfarm_payrolls,5.9353653e-05
corp_bond_spread,3.5469653e-05
unemployment_rate,3.5274308e-05
t10y3m_spread,2.8274953e-05
epu_index,2.0556618e-05
capacity_utilization,1.9257423e-05
hy_ccc_spread,9.819865e-06
pce_price_index,6.9926027e-06
durable_orders,3.8882717e-07
returns,-2.0954758e-08
retail_sales,-6.619841e-06
consumer_confidence,-6.873859e-06
industrial_production,-1.2649689e-05
fed_funds,-2.1707965e-05
housing_starts,-4.227343e-05
t10y2y_spread,-4.2772386e-05
building_permits,-5.4084696e-05
