feature,pinball_degradation
pce_price_index,0.0008365894
industrial_production,0.0003662752
capacity_utilization,0.00036426866
t10y3m_spread,0.0002023126
unemployment_rate,0.00012304867
durable_orders,7.8543555e-05
nonfarm_payrolls,2.6158988e-05
returns,1.0796357e-05
fed_funds,-6.5406784e-06
housing_starts,-1.4392193e-05
consumer_confidence,-3.6898535e-05
retail_sales,-0.00015791971
t10y2y_spread,-0.00019008527
corp_bond_spread,-0.00021976512
building_permits,-0.00033814227
hy_ccc_spread,-0.00039586565
epu_index,-0.00041081337
