feature,pinball_degradation
durable_orders,1.4031306e-05
fed_funds,1.162244e-05
consumer_confidence,9.183306e-06
t10y2y_spread,2.969522e-06
corp_bond_spread,2.451241e-06
nonfarm_payrolls,5.8254227e-07
unemployment_rate,-1.1175871e-08
capacity_utilization,-6.8498775e-07
hy_ccc_spread,-1.098495e-06
returns,-4.9886294e-06
industrial_production,-7.3793344e-06
building_permits,-1.1458527e-05
epu_index,-1.14734285e-05
pce_price_index,-1.52527355e-05
retail_sales,-1.5938189e-05
t10y3m_spread,-3.5982113e-05
housing_starts,-4.8658345e-05
