feature,pinball_degradation
capacity_utilization,4.5400346e-05
building_permits,3.532751e-05
t10y3m_spread,3.1309668e-05
housing_starts,8.998904e-06
pce_price_index,3.199093e-07
nonfarm_payrolls,-1.9785948e-06
epu_index,-3.3795368e-06
t10y2y_spread,-3.939378e-06
hy_ccc_spread,-6.3271727e-06
retail_sales,-7.808558e-06
industrial_production,-9.229174e-06
returns,-1.0210089e-05
unemployment_rate,-1.0497868e-05
durable_orders,-1.2515346e-05
fed_funds,-1.3567507e-05
consumer_confidence,-1.5723519e-05
corp_bond_spread,-2.2768974e-05
