feature,pinball_degradation
corp_bond_spread,0.014432626
fed_funds,0.0054244846
t10y3m_spread,0.0021255594
unemployment_rate,0.0014689155
t10y2y_spread,0.00047016144
building_permits,0.00011193566
returns,3.8325787e-05
nonfarm_payrolls,2.4698675e-05
epu_index,-2.0187348e-05
capacity_utilization,-3.1078234e-05
pce_price_index,-6.2385574e-05
industrial_production,-7.255003e-05
durable_orders,-0.00016891398
retail_sales,-0.00020486861
housing_starts,-0.00023685023
hy_ccc_spread,-0.00081851706
consumer_confidence,-0.0008749999
