feature,pinball_degradation
t10y3m_spread,1.5771016e-05
hy_ccc_spread,1.5094876e-05
corp_bond_spread,1.2783334e-05
consumer_confidence,4.04194e-06
returns,3.0621886e-06
industrial_production,2.3171306e-06
nonfarm_payrolls,-1.2312084e-06
t10y2y_spread,-2.1327287e-06
epu_index,-2.9560179e-06
pce_price_index,-4.1704625e-06
retail_sales,-4.6119094e-06
durable_orders,-4.824251e-06
fed_funds,-5.874783e-06
capacity_utilization,-8.508563e-06
unemployment_rate,-9.862706e-06
building_permits,-9.976327e-06
housing_starts,-1.9204803e-05
