feature,pinball_degradation
nonfarm_payrolls,0.00016958709
pce_price_index,0.00013814843
durable_orders,9.851204e-05
epu_index,3.52629e-05
fed_funds,3.0243536e-05
hy_ccc_spread,1.3824087e-05
t10y2y_spread,7.752096e-06
returns,-3.1986274e-06
housing_starts,-5.994225e-06
building_permits,-1.8889317e-05
capacity_utilization,-1.9174768e-05
unemployment_rate,-2.3864908e-05
t10y3m_spread,-8.3185034e-05
corp_bond_spread,-8.4042316e-05
consumer_confidence,-9.239628e-05
retail_sales,-0.000119809294
industrial_production,-0.00012781541
