feature,pinball_degradation
t10y2y_spread,4.8583373e-05
fed_funds,3.522786e-05
hy_ccc_spread,2.1546148e-05
t10y3m_spread,5.423324e-06
pce_price_index,4.914822e-06
nonfarm_payrolls,1.5191035e-06
unemployment_rate,5.1315874e-07
retail_sales,2.8661452e-07
epu_index,2.3341272e-07
capacity_utilization,-1.8626451e-08
consumer_confidence,-1.1193333e-06
building_permits,-3.8312282e-06
industrial_production,-4.3809414e-06
returns,-4.4840854e-06
corp_bond_spread,-6.4913183e-06
durable_orders,-1.4001853e-05
housing_starts,-3.5043224e-05
