feature,pinball_degradation
fed_funds,0.00068937056
hy_ccc_spread,0.00022355095
t10y2y_spread,0.00013614539
capacity_utilization,0.00010267366
retail_sales,6.6543e-05
pce_price_index,5.0801784e-05
building_permits,2.3781322e-05
industrial_production,-6.0638413e-06
returns,-1.2429431e-05
nonfarm_payrolls,-3.1579286e-05
durable_orders,-3.2065436e-05
unemployment_rate,-0.00014309958
corp_bond_spread,-0.00017191097
epu_index,-0.00019901618
consumer_confidence,-0.00023602322
t10y3m_spread,-0.00038596243
housing_starts,-0.0004500281
