feature,pinball_degradation
t10y3m_spread,0.008414505
fed_funds,0.00654147
capacity_utilization,0.0031304434
durable_orders,0.0022077914
housing_starts,0.0018732473
industrial_production,0.00023751147
returns,0.00013519637
nonfarm_payrolls,-0.00021163933
building_permits,-0.00059510395
consumer_confidence,-0.00061081536
unemployment_rate,-0.0012577716
retail_sales,-0.0013230592
pce_price_index,-0.0018662382
epu_index,-0.0018731505
t10y2y_spread,-0.0021049548
corp_bond_spread,-0.0045176633
hy_ccc_spread,-0.005082788
