feature,pinball_degradation
fed_funds,0.0026776567
corp_bond_spread,0.0017309934
t10y2y_spread,0.000831306
t10y3m_spread,0.00075592846
consumer_confidence,0.0007449798
durable_orders,7.754564e-05
pce_price_index,3.1337142e-05
housing_starts,-6.377697e-05
returns,-7.8454614e-05
industrial_production,-0.00024199858
building_permits,-0.00031249225
unemployment_rate,-0.00044975802
capacity_utilization,-0.000464648
hy_ccc_spread,-0.0006359443
epu_index,-0.0017953496
retail_sales,-0.0025554784
nonfarm_payrolls,-0.0028742794
